volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
1,pagina_0152-OCR.json,2,Contii (Antonio),[Eiusd.] Tractatus de Feudis,12º,,No,no consta,Francofurti,1669,,84,6,Eiusd. Tractatus de Feudis 12º Francofurti 1669. ex 84. 6,,,
1,pagina_0152-OCR.json,3,[Anónimo],Continentes Americano Argonauta relaciones de Nueva España,12º,,No,tafilete,,,,147,12,Continentes Americano Argonauta Relationes de Nueva España 12º tafilere N. 147. 12,,,
1,pagina_0152-OCR.json,4,[Anónimo],[Continentes Americano Argonauta relaciones de Nueva España],8º,,No,pasta,Paris,1725,,137,8,it. Otro exemplar: 8º Paris 1725. Num. 137. 8,,1|pagina_0152-OCR.json|3,
1,pagina_0152-OCR.json,5,Contreras (D.n Juan Senen),Compendio de los veinte libros de reflexiones militares que escribió el Teniente General D.n Alvaro de Navia,4º,2 tom.,No,rústica,Madrid,1787,,150,32,Contreras (Dr. Juan Simon) Compendio de los veinte libros de reflexiones militares que escribió el Teniente General Dr. Alvaro de Navia: 4º 2 tom. xuxt. Mad 1787. N. 150. 32,,,
1,pagina_0152-OCR.json,6,Contzen (P. Adam),Methodus Doctrinae Civilis,8º,,No,no consta,Coloniae,1628,,240,5,Contzen (P. Adam) Methodus Doctrinae Civilis: 8º Coloniae Agrippinae 1628. N.240. 5,,,
1,pagina_0152-OCR.json,7,Contzen (P. Adam),De Pace Germaniae,8º,,No,pasta,Paris,1685,,190,12,id. De Pace Germaniae: 8º Paris. Coloniae Agrippinae 1685. N.190. 12,,,
1,pagina_0152-OCR.json,8,Contzen (P. Adam),[Eiusd.] Politicorum Libri decem,fol.,,No,no consta,Coloniae,1629,,119,36,Eiusd. Politicorum Libri decem: fol. Coloniae 1629. N.119. 36,,,
1,pagina_0152-OCR.json,9,[Anónimo],"Conversaciones sobre diferentes asuntos morales, traducidas del Francés al Castellano por D.n Fran.co Fernando de Flores",8º,2 tom.,No,rústica,Madrid,1787,,205,18,"Conversaciones sobre diferentes asuntos morales, traducidas del Francés al Castellano por D. Juan Fernando de Flores 8º 2 tom. xuxt. Mad. 1787. N.205. 18",,,
1,pagina_0152-OCR.json,10,Corachan (Joan Baptistae),Mathesis Sacra,4º,,No,no consta,Valentiae,1757,,230,12,Coxachan (Joan Baptistae) Aethesis Sacra 4º Valentiae 1757. ex 230. 12,,,
1,pagina_0152-OCR.json,11,Corachan (Joan Baptistae),Avisos del Parnaso,8º,,No,no consta,[Valentiae],1747,,2,5,id. Avisos del Parnaso: 8º ibid 1747. N.2. 5,,,
1,pagina_0152-OCR.json,12,Corachan (Joan Baptistae),Arithmetica,4º,,No,no consta,Barcelona,1735,,40,12,id. Arithmetica 4º Barcelona 1735 N.40 12,,,
1,pagina_0152-OCR.json,13,Corasii (Jo.),Miscellanea Juris Civilis,8º,,No,no consta,Lugduni,1552,,261,4,Cozavi... (Jo) Miscellanea Juris Civilis: 8º Lugo 1552. N.261. 4,,,
1,pagina_0152-OCR.json,14,Corasii (Jo.),[Eiusd.] Et Joachimii Hopperi tractatus de Juris arte,8º,,No,no consta,[Lugduni],1596,,240,6,Eiusd. et Joachimii Hopperi tractatus de Juris arte: 8º ibid 1596. Numero 240. 6,,,
1,pagina_0153-OCR.json,1,Corbera (Estevan de),Cataluña illustrada,fol.,,No,no consta,Napoles,1678,,152,36,Corbera (Estevan de) Cataluña illustrada fol. Nápoles 1678. N.º 152. 36,,,
1,pagina_0153-OCR.json,2,Corderii (Mathurini),Regulae speciales de Syllabarum quantitate,8º,,No,no consta,Paris,1554,,25,10,Coxdexii (Atatuxini) Regulae speciales & Sylla. 8° Parisiis 1554. N.º 25. 10,,,
1,pagina_0153-OCR.json,3,[Corderii (Mathurini)],Disticha de moribus nomine Catonis cum latina et Hispana interpret.,8º,,No,no consta,[Paris],1554,,39,18,Coxdexii (Atatuxini) Disticha rerum omnium nomine Catonis cum latina et Hispana interpretatione 8° ibid eod. ann. N.º 39. 18,,,
1,pagina_0153-OCR.json,4,Cordova (Alphonsi a),Tabulae Astronomicae,4º,,No,no consta,Venetiis,1503,,30,20,Cordova (Alphonsi a) tabulae Astronomicæ 4° Venetiis 1503. N.º 30. 20,,,
1,pagina_0153-OCR.json,5,Cordova (Antonii),Commentarius in leg. Siquis à liberis ff. de liberis agnoscendis,fol.,,No,no consta,Hispali,1575,,288,15,Cordova (Antonii) Commentarius in leg. Siquis à liberis ff. de liberis agnoscendis fol. Hispali 1575. N.º 288. 15,,,
1,pagina_0153-OCR.json,6,Cornazano (D. Antonio),Reglas militares traducidas del Italiano en verso Castellano por Suarez Figueroa,8º,,No,pasta blanca,Venecia,1558,17,17,6,Cornazano (D. Antonio) Reglas militares traducidas del Italiano en idioma Castellano por su autor Figueroa 8° Pasta Blanc. Venecia 1558. Año 17. 6,,,
1,pagina_0153-OCR.json,7,Cornelius (Enricus),De vanitate Scientiarum,12º,,No,no consta,Lugd.,1600,,114,10,Cornelius (Ennius) De vanitate Scientiarum 12° Lugd. 1600. N.º 114. 10,,,
1,pagina_0153-OCR.json,8,Cornejo (D. Andrés),Diccionario historico y forense del Derecho Real de España,4º,2 tomos,No,no consta,Madrid,1779,,236,44,Cornejo (D. Andrés) Diccionario histórico y forense al Derecho Real de España 4° 2 tomos. Mad. 1779. N.º 236. 44,,,
1,pagina_0153-OCR.json,9,Cornejo (Lic.do Pedro),Origen de la cibil disension de Flandes,4º,,No,pasta,Turin,1580,,146,15,Cornejo (D. Pedro) Origen del derecho civil disensiones en Flandes 4° Par. Turin 1580 Número 146. 15,,,
1,pagina_0153-OCR.json,10,[Cornejo (Lic.do Pedro)],Compendio y breve relacion de la Liga y confederacion Francesa acontecida desde el año de 85 hasta el de 90,8º,,No,no consta,Bruxelas,1591,,136,16,Cornejo (D. Pedro) Compendio y breve relación de la liga y confederación Francesa concertada desde el año de 85 hasta el de 90 8° Bruxelas 1591. N.º 136. 16,,,
1,pagina_0153-OCR.json,11,[Anónimo],Corona Sepulcral Elogios en la muerte de D. Martín Suárez de Alarcón escritos por diferentes plumas,4º,,No,no consta,Madrid,1652,,220,10,Corona Sepulcral Elogios en la muerte de D. Martín Suárez de Alarcón escritos por diferentes plumas 4° Mad. 1652. N.º 220. 10,,,
1,pagina_0153-OCR.json,12,Coronel (D. Diego Gutiérrez),Disertacion historica chronologica &a sobre los Jueces de Castilla Nuñez Rasura y Lain Calvo,8º,,No,no consta,Madrid,1785,,192,6,Coronel (D. Diego Gutiérrez) Disertación histórica chronologica & sobre los Jueces de Castilla Nuñez Rascua y dain Calvo 8° Madrid 1785. N.º 192. 6,,,
1,pagina_0153-OCR.json,13,[Anónimo],Corpus Francicae Historiae Veteris et Sincerae,fol.,2 tomos,No,no consta,Hannoviae,1613,,121,60,Corpus Francicae Historiae Veteris et Sincerae Corpus Francicae Historiae Veteris et Sincerae fol. 2 tomos. 1 volum. Hannoviae 1613. N.º 121. 60,,,
1,pagina_0154-OCR.json,1,[Anónimo],Corpus Juris civilis reconcinnatum per Begerum,fol.,2 tom.,No,pasta,Francofurti,1767,,234,84,Corpus Juris civilis reconciliationum per Begenum: fol. 2 tom. Past. Francofurti 1767. N. 234 84,,,
1,pagina_0154-OCR.json,2,[Anónimo],Cum commentariis Acursii et aliorum,4º,5 tom.,No,no consta,Venetiis,1592,,236,160,id. cum commentariis Acursii et aliorum 4° 5 tom. Venetiis 1592. N. 236 160,,,
1,pagina_0154-OCR.json,3,[Anónimo],Cum notis Gotofredi,4º,2 tom.,No,pasta,Amstelaedami,1664,,271,120,id. cum notis Grotii 4° 2 tom. Past. Amstelodami 1664. N. 271 120,,,
1,pagina_0154-OCR.json,4,[Anónimo],Cum Eiusd. et aliorum notis,fol.,2 tom.,No,no consta,Lipsiae,1740,,232,180,id. cum Eiusd. et aliorum notis fol. 2 tom. Lipsiae 1740. N.232 180,,,
1,pagina_0154-OCR.json,5,[Anónimo],[it.] Juris Canonici,fol. may.,3 tom.,No,no consta,Lugduni,1618,,264,120,it. Juris Canonici fol. may. 3 tom. Lugd. 1618. N. 264 120,,,
1,pagina_0154-OCR.json,6,[Anónimo],[it.] Poetarum Lusitanorum,4º,7 tom.,No,pasta,Ulissiponae,1748,,2,300,ie. Poetarum Suisitanorum 4° 7 tom. Past. Vissiponae 1748. N. 2 300,,,
1,pagina_0154-OCR.json,7,Corradii (Sebastiani),Commentarius in Ciceronem,fol.,,No,no consta,Florentiae,1552,,9,36,Coxadii (Sebastiani) commentarius in Ciceronem fol. Florentiae 1552. N. 9 36,,,
1,pagina_0154-OCR.json,8,Corral (F. Eugenio),Vida y milagros de S. Bernardo,4º,,No,pasta,Madrid,1782,,194,14,Coxal (F. Eugenio) Vida y milagros de S. Bernardino 4° Past. Mad. 1782. N. 194 14,,,
1,pagina_0154-OCR.json,9,Coxal (Dn Gabriel),"Historia de los Amantes Etocnis, y Policarpo continuada por D. Joh. de Pellicer",4º,2 tom.,No,no consta,Madrid,1626,,213,26,"Coxal (Dn Gabriel) Historia de los Amantes Etocnis, y Policarpo continuada por D. Joh. de Pellicer 4° 2 tom. Mad. 1626. N.213 26",,,
1,pagina_0154-OCR.json,10,Corrasius (Jo.),De universa Sacerdotum materia,4º,,No,no consta,Lugduni,1548,,230,8,Coxasius (Jo.) De universa Sacendorum materia 4° Lugd. 1548. N. 230 8,,,
1,pagina_0154-OCR.json,11,Correa (M.º Gonzalo),"Gramatica de las lenguas Castellana, Latina, y Griega",8º,,No,no consta,Salamanca,1627,,126,8,"Coxea (M. Gonzalo) Gramatica de las lenguas Castellana, Latina, y Griega 8° Salamanca 1627. N. 126 8",,,
1,pagina_0154-OCR.json,12,Correa (Gonzalo),Orthographia Castellana: el manual de Epikteto y la tabla de Zebes traducido del Griego,8º,,No,no consta,Salamanca,1630,18,18,6,id. Orthographia Castellana: el manual de Epíteto y la tabla debe traducido del Griego 8° Salamanca 1630. Año 18 6,,,
1,pagina_0154-OCR.json,13,Correa (Dn Placido),Limites de España y Francia,fol.,,No,pasta,Pamplona,1785,,131,14,Coxea (Dn Placido) Limites de España y Francia fol. Past. Pamplona 1785. N. 131 14,,,
1,pagina_0155-OCR.json,1,[Anónimo],Correo Literario de la Europa,4º,2 tom.,No,no consta,Madrid,1781,,47,32,Corneo Correo literario de la Europa: 4.º 2 tom. Mad. 1781 N.47 32,,,
1,pagina_0155-OCR.json,2,[Anónimo],Correo de Madrid (ó de los Ciegos),4º,2 tom.,No,no consta,Madrid,1787,,300,48,Corneo Merlado (ó de los Ciegos): 4.º 2 tom. Mad. 1787 N.300 48,,,
1,pagina_0155-OCR.json,3,Coxo (D. Didaci),"Dissertatio theologico-critica de argumenti, ex Breviario Romano in rebus Historicis petiti valore",4º,,No,no consta,Hispali,1739,,230,10,"Coxo (D. Didac) Dissertatio theologico-critica de argumenti, ex Brevario Romano in Xebus Historicis petiti valore: 4.º Hispali 1799 N.230 10",,,
1,pagina_0155-OCR.json,4,Cortavarria et Barrutia (D. D. Ignatii),Explanatio Juris Decretalium,4º,2 tom.,No,pasta,Matriti,1786,,247,92,Cortavarría et Dárruiz (D. D. Fonati) Explanatio Juris Decretalium: 4.º 2 tom. Matriti 1786 N.247. Pasta  92,,,
1,pagina_0155-OCR.json,5,Cortereal (Gerónimo),Victoria Naval ganada por D. Juan de Austria,4º,,No,no consta,Lisboa,1578,,33,18,Cortereal (Gerónimo) Victoria Naval ganada por D. Juan de Austria: 4.º Lisboa 1578 N.33 18,,,
1,pagina_0155-OCR.json,6,Cortés del Rey (Fr. Bonifacio),Escaparate de verdades,8º,,No,no consta,Zaragoza,1668,31,31,3,Cortés del Rey (Fr. Bonifacio) Escaparate de verdades: 8.º Zaragoza 1668 Atad 31 3,,,
1,pagina_0155-OCR.json,7,Cortes (D. Christobal),Atahualpa: tragedia premiada por la Villa de Madrid en las fiestas de los Gemelos,4º,,No,pasta,Madrid,1784,,199,10,Cortes (D. Christobal) Atahualpa: tragedia premiada por la Villa de Madrid en las fiestas de los Gemelos: 4.º Pasta Mad. 1784 Num. 199 10,,,
1,pagina_0155-OCR.json,8,Cortes (Gerónimo),Phisonomia natural y otras cosas,8º,,No,no consta,Alcala,1607,29,29,8,Cortes (Gerónimo) Phisonomia natural y otras cosas: 8.º Alcala 1607 Atad 29 8,,,
1,pagina_0155-OCR.json,9,Cortes (Gerónimo),"De los Animales terrestres, y volatiles, y su propriedades",8º,,No,no consta,[Alcala],1672,29,29,8,"Cortes (Gerónimo) De los Animales terrestres, y volatiles, y sus propriedades: 8.º ibid 1672 Atad 29 8",,,
1,pagina_0155-OCR.json,10,Cortes (Gerónimo),Arithmetica,4º,,No,no consta,Valencia,1604,,40,12,Cortes (Gerónimo) Arithmetica: 4.º Valencia 1604 N.40 12,,,
1,pagina_0155-OCR.json,11,Cortés (Hernan),Cartas de relacion embiadas al Emperador Carlos V.,fol.,,No,no consta,Toledo,1525,,35,45,Cortés (Hernan) Cartas de relacion embiadas al Emperador Carlos V. fol. Toledo 1525 N.35 45,,,
1,pagina_0155-OCR.json,12,Cortés (Martin),Compendio de la Esfera y Arte de Navegar,fol.,,No,no consta,Sevilla,1556,,66,30,Cortés (Martin) Compendio de la Esfera y Arte de Navegar: fol. Sevilla 1556 Numero 66 30,,,
1,pagina_0156-OCR.json,1,Cortiada (D. Michaelis),Decissiones cathaloniae,fol.,4 tom.,No,no consta,Lugd.,1699,,275,90,Cortada (D. Michaelis) Decisiones cathalonicae fol. 4 tom. Lugd. 1699. N.275 90 74,,,
1,pagina_0156-OCR.json,2,Cortiada (D. Sebastian),Discurso sobre la Jurisdiccion del Capitan General de Cataluña,4º,,No,no consta,Barcelona,1676,,124,24,Cortiada (D. Sebastian) Discurso sobre la Jurisdiccion del Capitan General de Cataluña 4.º Barcelona 1676. N. 124 24,,,
1,pagina_0156-OCR.json,3,Cortesius (Paulus),De Hominibus Doctis,4º,,No,no consta,Florentiae,1734,,56,12,Cortesius (Paulus) De Hominibus Doctis 4.º Florentiae 1734. N. 56 12,,,
1,pagina_0156-OCR.json,4,Cortines y Andrade (D.n Ramon),Decada Legal,4º,2 tom.,No,pasta,Mdd.,1786,,270,18,Cortines y Andrade (D.º Ramon) Decada Legal 4.º 2 tom. Pat. 1 volum. Mdd. 1786. N.270 18,,,
1,pagina_0156-OCR.json,5,Corvalan (D.n Juan Lopezraez),Descripcion historica del Obispado de Osma con el Cathalogo de sus Prelados,4º,3 tom.,No,rústica,Madrid,1788,,161,75,Corvalan (D.º Juan Lopez) Descripcion historica del Obispado de Osma con el Cathalogoo Am Prelados 4.º Rust. 3 tom. Mad. 1788. N.161 75,,,
1,pagina_0156-OCR.json,6,Coxini (Jo. Arnald),Posthumus Pacianus seu definitiones Juris utriusque,12º,,No,no consta,Amstelodami,1663,,228,12,Coxini (Jo. Arnald) Posthumus Pacianus seu definitiones Juris utriusque 12.º Amstelodami 1669. N.228 12,,,
1,pagina_0156-OCR.json,7,Costa (Jo.),De inventione Oratoria et Dialectica,8º,,No,no consta,Pompeopoli,1570,,39,6,Costa (Jo.) De inventione Oratoria et Dialectica 8.º Pompeopoli 1570. N.39 6,,,
1,pagina_0156-OCR.json,8,Costa (Jo.),De Conscribenda Rerum Historia,4º,,No,no consta,Caesaraugustae,1691,,125,15,Costa (Jo.) De Conscribenda Rerum Historia 4.º Caesaraugustae 1691. N.125 15,,,
1,pagina_0156-OCR.json,9,Costa (Jo.),El Regidor,8º,,No,no consta,Salamanca,1578,,39,24,Costa (Jo.) El Regidor 8.º Salamanca 1578. N.39 24,,,
1,pagina_0156-OCR.json,10,Costa (Jo.),Govierno del Ciudadano,8º,,No,pasta,Zaragoza,1584,,39,30,Costa (Jo.) Del Gobierno del Ciudadano 8.º Pasta Zaragoza 1584. N.39 30,,,
1,pagina_0156-OCR.json,11,Costa (Emmanuelis),Commentaria Juridica,fol.,2 tom.,No,no consta,Salmanticae,1569,,296,36,Costa (Emmanuelis) Commentaria Juridica fol. 2 tom. Salmanticae 1569. N.296 36,,,
1,pagina_0156-OCR.json,12,Costa (Emmanuelis),De Patrui et Nepotis Successione in Regno Portugaliae Quaestio,4º,,No,no consta,Conimbricae,1558,,271,8,Costa (Emmanuelis) De Patrui et Nepotis Successione in Regno Portugaliae Quaestio 4.º Coimbricae 1558. N.271 8,,,
1,pagina_0156-OCR.json,13,Costalii (Petri),Commentarii in viginti quinque priores Pandectarum libros,fol.,,No,no consta,Lugd.,1554,,243,36,Costalii (Petri) Commentarius in viginti quinque priores Pandectarum libros fol. duod. 1554. N.243 36,,,
1,pagina_0156-OCR.json,14,Coscius (Christophorus),De Sponsalibus cum variis additionibus,fol.,,No,no consta,Roma,1776,,265,30,Coscius (Christophorus) De Sponsalibus cum variis additionibus fol. Romae 1776. N.265 30,,,
1,pagina_0156-OCR.json,15,Coscoll y Alimona (D.n Joseph),Guia Gen.l de Labradores,8º,,No,no consta,Madrid,1786,,192,5,Coscoll y Alimona (D.º Joseph) Guia General de Labradores 8.º Madrid 1786. N.192 5,,,
1,pagina_0157-OCR.json,1,"Casio, y Celis (D. Pedro)","Antigüedad, y Nobleza de la Provincia de Cantabria",4º,,No,no consta,,1688,,222,10,"Casio, y Celis (D. Pedro) Antigüedad, y Nobleza de la Provincia de Cantabria 4º ilad. 1688 222 10",,,
1,pagina_0157-OCR.json,2,Covarrubias (Illustrissimi D.D. Didaci a),Opera Omnia,fol.,2 tom. (+ 8 tom.),No,pasta,Collomiae Allobrogum,1679,,286,140,Covarrubias (Illustrissimi D.D. Didaci a) Opera Omnia fol. 2 tom. Pasta vsad. Collomae Allobrogum 1679 286 accedunt ad ditiones D. Didaci de Faria fol. Pasta 3 tom. Lugd. 1701. et 1688 eod. N. 140,,,
1,pagina_0157-OCR.json,3,Covarrubias (Diego de),[Opera Omnia],fol.,2 tom.,No,no consta,Caesaraugustae,1583,,227,60,Eiusd. eod. fol. 2 tom. Caesaraugustae 1583 227 60,,,1|pagina_0157-OCR.json|2
1,pagina_0157-OCR.json,4,Covarrubias (Diego de),Practicarum Quaestionum Liber,fol.,,No,no consta,Salmanticae,1567,,277,15,Eiusd. Practicarum Quaestionum Liber fol. Salmant. 1567 277 15,,,
1,pagina_0157-OCR.json,5,Covarrubias (Diego de),[Practicarum Quaestionum Liber],,,No,no consta,Valentiae,1775,,280,32,Eiusd. id. Valentiae 1775 280 32,,,1|pagina_0157-OCR.json|4
1,pagina_0157-OCR.json,6,Covarrubias (Diego de),Opuscula Iuris Canonici,12º,,No,no consta,Lugduni,1558,,260,8,Eiusd. Opuscula Juris Canonici 12º duod. 1558 260 8,,,
1,pagina_0157-OCR.json,7,Covarrubias (Diego de),Veterum collatio Numismatum,fol.,,No,no consta,Salmanticae,1562,,86,20,Eiusd. Ultimum collatio Numismatum fol. Salmanticae 1562 86 20,,,
1,pagina_0157-OCR.json,8,Covarrubias (Diego de),Practicarum Liber,fol.,,No,no consta,Salmanticae,1560,,277,15,Eiusd. Practicarum Liber fol. Salmanticae 1560 277 15,,,
1,pagina_0157-OCR.json,9,Covarrubias (Diego de),[Eiusd.] Variæ Resolutiones,fol.,2 tom.,No,no consta,Salamanca,1552,,277,32,Eiusd. Variæ Resolutiones fol. 2 tom. Salmanticae 1552 à 1561 eod. N. 32,,,
1,pagina_0157-OCR.json,10,Covarrubias (Diego de),Variarum resolutionum Liber,8º,,No,no consta,Lugduni,1557,,250,6,Eiusd. Variarum Resolutionum Liber 8º duod. 1557 250 6,,,
1,pagina_0157-OCR.json,11,Covarrubias (Diego de),In Gregorii IX tit. de testamentis comment.,fol.,2 tom.,No,no consta,Salmanticae,1547 à 1563,,277,36,Eiusd. in Gregorii IX tit. de testamento comment. fol. 2 tom. Salmant. 1547 à 1563 277 36,,,
1,pagina_0157-OCR.json,12,Covarrubias (Diego de),In Librum quartum Decretalium epitome,fol.,,No,no consta,Salmanticae,1545,,277,15,Eiusd. in Librum quartum Decretalium epitome fol. Salmant. 1545 277 15,,,
1,pagina_0157-OCR.json,13,Covarrubias (Diego de),"In capite, si furiosus de homicidio",fol.,,No,no consta,[Salmanticae],1560,,277,18,"Id. in capite, si furiosus vel homicidio fol. ibid 1560 277 18",,,
1,pagina_0157-OCR.json,14,Covarrubias (D. Joseph),Sobre recursos de fuerza y Proteccion &c.,fol.,,No,pasta,,1785 y 1786,,277 y 185,100,Covarrubias (D. Joseph) Sobre recursos de fuerza y Proteccion &c. fol. Pasta Implicado en ad. 1785. y 1786. 277. y 185 100,,,
1,pagina_0157-OCR.json,15,Covarrubias (D. Juan Horozco y),Emblemas morales,4º,,No,no consta,Segovia,1591,,270,18,Covarrubias (D. Juan Horozco y) Emblemas morales 4º Seovia 1591 270 18,,,
1,pagina_0158-OCR.json,1,Covarrubias (D. Juan Horozco y),Paradoxas christianas,,,No,no consta,[Segovia],,,,15,Paradoxas christianas ibid ibid ibid. 15,,,
1,pagina_0158-OCR.json,2,Couleii (Abrahani),Poemata latina,8º,,No,pasta,Londini,1678,22,15,15,Couleii (Abrahani) Poemata latina: 8º Par. Londini 1678. Etad 22 15. 15,,,
1,pagina_0158-OCR.json,3,Couto (Diego do),Decadas da Asia,fol.,3 tom.,No,no consta,Lisboa,1736,,98,180,Couto (Diego do) Decadas da Asia: fol. 3 tom. div. bva 1736. N. 98 180 180,,,
1,pagina_0158-OCR.json,4,Constant. (D. Petri),Vindiciae Veterum Codicum,8º,,No,pasta,Paris,1715,,290,30,Constant. (D. Petri) Vindiciae Veterum Codicum 8º Par. Lutetiae Paris 1715. N 290 30 30,,,
1,pagina_0158-OCR.json,5,Coyer (El Abate.),"La Nobleza Comerciante, traducido del Francés al castellano por Espinosa",8º,,No,pasta,Madrid,1781,,51,10,Coyen... (El Abate.) La Nobleza Comerciante traducido del Francés al Castellano por G. pinosa 8º Par. Mad. 1781. N 51 10 10,,,
1,pagina_0158-OCR.json,6,[Anónimo],"Lecciones Preliminares del Curso de Estudios de Condillac, con otras cosas traducido del Francés al castellano por Peralvega",8º,,No,rústica,Madrid,1786,31,3,3,"Codillac Lecciones Preliminares del Curso de Estudios de Condillac, con otras cosas traducido del Francés al castellano por Peral. veja 8º a la rustica. Mad 1786. Etad 31 3 3",,,
1,pagina_0158-OCR.json,7,[Anónimo],Constituciones del Santo Oficio de la Inquisicion,fol.,,No,no consta,Madrid,1630 y 55,,55,15,Constituciones del Santo Oficio de la Inquisicion Madrid 1630. N 55 15. 15,,,
1,pagina_0158-OCR.json,9,Cramerii (Jo Georgi),Commentarius de Juribus et Prerogativis Nobilitatis Avitae,fol.,4 tom,No,no consta,Lipsiae,1739,,130,26,Cramerii (Jo Georgi) Commentarius de Juribus et Prerogativis Novilitatis Civitae fol. Ptom dipside 1739. N 130 26. 26,,,
1,pagina_0158-OCR.json,10,Cramerii (Jo Georgi),[Commentarius de Juribus et Prerogativis Nobilitatis Avitae],4º,tom. 1º,No,no consta,[Lipsiae],eod ann,32,18,18,Cramerii (Jo Georgi) Eimd id 4º tom. 1º ibid eod ann Etad 32 18 18,,,1|pagina_0158-OCR.json|9
